KEY,TIMESTAMP,time_to_exp,open_bet,close_bet,avg_price_up,high_bet,low_bet,total_volume,trade_count,stock_open_day,stock_close,stock_avg_period,stock_vol,poly_vol_imbalance,bs_neutral_prob,true_sentiment,next_stock_move,curr_stock_move,next_true_sent,abs_sentiment
AAPL,2026-02-23 17:55:00,3.0022222222222226,0.98,0.98,0.980223076923077,0.981,0.979,399.45,26,266.17999267578125,268.2843933105469,268.0930582682292,0.19323677309950182,1.6728670338460971,0.9664911776251092,0.013731899297967809,0.000952323526315361,0.00152679137039554,-0.026886815501685257,0.013731899297967809
AAPL,2026-02-23 18:00:00,2.9483333333333306,0.98,0.94,0.9682246753246753,0.989,0.94,1733.8488,77,266.17999267578125,268.5400085449219,268.3500061035156,0.19215076890270646,0.10943650018103313,0.9813795915283927,-0.013154916203717448,0.0011908330781078998,0.000952323526315361,-0.020390543128332883,0.013154916203717448
AAPL,2026-02-23 18:05:00,2.8822222222222216,0.94,0.989,0.9644999999999999,0.989,0.94,189.5813,4,266.17999267578125,268.8599853515625,268.6966959635417,0.1592502590900259,0.07716850500333639,0.9980454593320502,-0.03354545933205033,0.0002600114789683721,0.0011908330781078998,-0.0018120638895999797,0.03354545933205033
AAPL,2026-02-23 18:10:00,2.7600000000000016,0.98,0.9501,0.9644,0.98,0.94,396.25329999999997,14,266.17999267578125,268.9299011230469,268.81163533528644,0.13808767825801033,0.12606080832024635,0.9997575232216503,-0.03535752322165031,0.0009667040259698388,0.0002600114789683721,-0.010579345323298073,0.03535752322165031
AAPL,2026-02-23 18:15:00,2.737222222222222,0.954,0.954,0.954,0.954,0.954,44.0,4,266.17999267578125,269.19000244140625,269.02989705403644,0.1380450192739395,0.0,0.9999368685449483,-0.045936868544948384,0.0006684220265104213,0.0009667040259698388,0.03557148198329185,0.045936868544948384
AAPL,2026-02-23 18:25:00,2.56111111111111,0.99,0.9899,0.9896333333333334,0.99,0.989,200.0,3,266.17999267578125,269.3699951171875,269.20166015625,0.12323027619071737,0.0,0.9999987198949899,-0.010365386561656531,-0.0007984637732689009,0.0006684220265104213,-0.0025396439664050474,0.010365386561656531
AAPL,2026-02-23 18:40:00,2.3288888888888906,0.99,0.99,0.98709,0.99,0.98,606.1394,10,266.17999267578125,269.1549987792969,269.01866658528644,0.12833091107174432,-0.009378727451382352,0.9999950305280616,-0.012905030528061578,-0.004039249543248166,-0.0007984637732689009,0.005226351991498346,0.012905030528061578
AAPL,2026-02-23 19:05:00,1.884999999999998,0.99,0.99,0.99,0.99,0.99,127.4423,7,266.17999267578125,268.07000732421875,267.85239664713544,0.14176221047135676,24.67831274858698,0.9976786785365632,-0.007678678536563233,-0.000858394129162784,-0.004039249543248166,-0.001956226690257079,0.007678678536563233
AAPL,2026-02-23 19:15:00,1.7033333333333331,0.99,0.982,0.98558,0.99,0.982,235.5907,5,266.17999267578125,267.8399963378906,267.67006429036456,0.1431723510144334,0.3190183747134334,0.9952149052268203,-0.009634905226820312,0.00011165456004826761,-0.000858394129162784,0.0012190370048470456,0.009634905226820312
AAPL,2026-02-23 19:20:00,1.586666666666666,0.99,0.99,0.99,0.99,0.99,214.8999,5,266.17999267578125,267.8699035644531,267.5933024088542,0.1325806603817088,-0.010000009260125231,0.9984158682219733,-0.008415868221973266,-0.0011206426874136527,0.00011165456004826761,0.006271154192096451,0.008415868221973266
AAPL,2026-02-23 19:25:00,1.5033333333333339,0.99,0.99,0.99,0.99,0.99,212.0596,5,266.17999267578125,267.56988525390625,267.373291015625,0.13695162326362972,-0.000571374154842319,0.9921447140298768,-0.0021447140298768153,-0.000896985437317336,-0.0011206426874136527,0.01515198917364824,0.0021447140298768153
AAPL,2026-02-23 19:30:00,1.4549999999999983,0.99,0.99,0.99,0.99,0.99,101.0,2,266.17999267578125,267.3299865722656,267.0836690266927,0.13953766601626852,99.0,0.9769927248562286,0.013007275143771424,-0.0005305139258151245,-0.000896985437317336,-0.00025246230467623754,0.013007275143771424
AAPL,2026-02-23 19:35:00,1.3627777777777794,0.97,0.971,0.976625,0.987,0.97,440.9008,12,266.17999267578125,267.1882019042969,267.0160624186198,0.1403664528405302,1.0445249748649337,0.9638701871609048,0.012754812839095186,-0.00047994302383404713,-0.0005305139258151245,-0.016099615981071458,0.012754812839095186
AAPL,2026-02-23 19:40:00,1.2705555555555534,0.971,0.97,0.9736833333333333,0.988,0.97,727.2158999999999,6,266.17999267578125,267.05999755859375,266.7433369954427,0.11433650337347885,-0.00680581993397289,0.9770281364753096,-0.0033448031419762714,-0.0004869188103095891,-0.00047994302383404713,0.0061754671556676355,0.0033448031419762714
AAPL,2026-02-23 19:50:00,1.1005555555555553,0.97,0.97,0.97,0.97,0.97,28.3089,2,266.17999267578125,266.92999267578125,266.7899983723958,0.11356021833680145,-0.029999999999999916,0.9671693359863086,0.002830664013691364,-0.0006370099313333926,-0.0004869188103095891,0.02156351696946668,0.002830664013691364
AAPL,2026-02-23 19:55:00,1.0100000000000016,0.97,0.97,0.97,0.97,0.97,66.6666,2,266.17999267578125,266.760009765625,266.61000569661456,0.10531039740701471,0.0,0.9456058190168419,0.024394180983158043,-0.00014999079318050136,-0.0006370099313333926,-0.005880092490324396,0.024394180983158043
AAPL,2026-02-23 20:05:00,0.8616666666666646,0.99,0.99,0.99,0.99,0.99,1.1034,1,266.17999267578125,266.7200012207031,266.4633382161458,0.08944551487570206,-1.0,0.9714859115071663,0.018514088492833647,0.00013866504257059958,-0.00014999079318050136,-0.013710099113784846,0.018514088492833647
AAPL,2026-02-23 20:10:00,0.762777777777778,0.99,0.99,0.9899999999999999,0.99,0.99,30.0,3,266.17999267578125,266.7569885253906,266.57566324869794,0.08882325571667875,inf,0.9851960106209511,0.004803989379048801,0.0008357017561884505,0.00013866504257059958,-0.015094145760846778,0.004803989379048801
AAPL,2026-02-23 20:15:00,0.6722222222222243,0.989,0.989,0.9891666666666666,0.99,0.989,151.69,6,266.17999267578125,266.9800109863281,266.836669921875,0.08724380685695615,inf,0.9994568230484646,-0.010290156381797977,0.00014973043976941039,0.0008357017561884505,-0.00017832089648062155,0.010290156381797977
AAPL,2026-02-23 20:20:00,0.5872222222222234,0.989,0.99,0.9894,0.99,0.989,46.426100000000005,7,266.17999267578125,267.0199890136719,266.7399597167969,0.0877216275960344,27.37245349867139,0.9998684772782785,-0.010468477278278598,-0.0006367951653213439,0.00014973043976941039,0.0009499650544403382,0.010468477278278598
AAPL,2026-02-23 20:25:00,0.5088888888888903,0.99,0.99,0.99,0.99,0.99,0.7,1,266.17999267578125,266.8500061035156,266.7033386230469,0.08312377163937786,-1.0,0.9995185122238383,-0.00951851222383826,-0.0001502833427124645,-0.0006367951653213439,0.004850831388872656,0.00951851222383826
AAPL,2026-02-23 20:40:00,0.27388888888889085,0.99,0.9958,0.9953099999999999,0.998,0.99,1121.8863000000001,10,266.17999267578125,266.8099060058594,266.6832987467448,0.08610596271179866,2794.326769690927,0.9999776808349655,-0.004667680834965604,0.0005995118668910522,-0.0001502833427124645,0.002417681252617876,0.004667680834965604
AAPL,2026-02-23 20:45:00,0.17277777777777814,0.998,0.998,0.99775,0.998,0.997,2038.3433,4,266.17999267578125,266.96990966796875,266.7666422526042,0.09035308040320605,inf,0.9999999995823478,-0.002249999582347728,0.000861533170895918,0.0005995118668910522,0.00046428529663344875,0.002249999582347728
AAPL,2026-02-23 20:50:00,0.10000000000000142,0.997,0.999,0.9982142857142857,0.999,0.997,7627.3919,14,266.17999267578125,267.20001220703125,266.5007731119792,0.09659464713926205,0.3183961559459094,1.0,-0.0017857142857142794,-0.0029609981020902237,0.000861533170895918,0.019811448184395508,0.0017857142857142794
